id,name,description,neighborhood_overview,zipcode,latitude,longitude,property_type,amenities_id,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,review_id,host_id
3883392,Open Plan 2bdr/1bath in Queen Anne,Spacious apt in popular Seattle neighborhood  1 block to bus and easy access by car to groceries gas freeway stadiums cruise ships  Well stocked quiet and restful space for your vacation sorry no accommodations for parties This apartment is in a quiet and friendly city neighborhood and central to so many places by car or transit   Easily sleeps 1  4 persons comfortably and has a spacious feeling throughout the entire apartment  Enter your apartment through an entry hallway for additional feeling of security   Were in a great location being 10 minutes away from Ballard Magnolia and downtown Seattle  The kitchen has a gas stove convection oven and enough tools to handle any kind of cooking   Weve also stocked the kitchen with some basic staples like oil balsamic vinegar  spices which will simplify your grocery shopping for your stay here in Seattle   Guests will have one designated spot for parking in front of the house if you have a car  Access to washerdryer o,This neighborhood is one of Seattles popular city neighborhoods  Youll be close to downtown and so many other Seattle sites yet in a quiet residential area without the noise and chaos  Close to groceries gas eateries great coffee shops and local boutiques and specialty shops   In 7 minutes Space Needle Key Arena Seattle Center Music Project EMP The Chihuly Glass Museum Belltown The Waterfront Cruise Terminals Water Taxi to Alki Beach Myrtle Edwards Park Seattle Sculpture Park Magnolia Trader Joes In 10 minutes Pike Place Market Downtown Seattle Seattle Art Museum Ballard In 15 minutes Historic Pioneer Square Underground Tour Safeco Field Mariners Century Link Field Sounders  Seahawks,98119,47.63554551151239,-122.37317075183506,Apartment,1022,Entire home/apt,4,1.0,3.0,$245.00,3,14,t,30,60,90,362,0,19932967
8889257,Elegance in Historic Queen Anne,Enjoy our amazing updated  modern design cottage located blocks from many of Seattles best sites The house is surrounded by million  homes w easy access to downtown Located on Queen Anne Hill one of Seattles most soughtafter neighborhoods Originally built in 1906 our house has a lightfilled living room  dining area with vaulted ceilings  SoundMountain view  We hope youll enjoy the chef kitchen with gas range stainless steel appliances Richlight counters maple cabinets  tile backsplash  The bathroom has a 6 Ft soaking tub double sinks  floor to ceiling tile  There are hardwood floors throughout the living space The home has two bedrooms with queen sized beds in each as well as one roll away bed Our house is situated in a quaint historic corner of Queen Anne and is accessed by a flight of 16 easy steps from the street  Make yourself at home on the front deck and main floor of the home Andrew and Camille will be the primary contact and are only minutes ,Queen Anne hill became a popular spot for the citys early economic and cultural elite to build their mansions and the name derives from the architectural style typical of many of the early homes Queen Anne is home to 29 official Seattle landmarks including 12 historic houses A group of residences on 14th Avenue West built between 1890 and 1910 include one of the few remaining Queen Anne style houses on the hill The North Queen Anne Drive Bridge built in 1936 across Wolf Creek is a parabolic steel arch bridge declared a historic landmark for its unique engineering style One of the oldest woodenhulled tugboats still afloat the Arthur Foss is moored near the base of Queen Anne Queen Anne Boulevard which circles the crown of the hill and some of the original retaining walls complete with decorative brickwork balustrades and street lights are also designated landmarks,98119,47.62950680923431,-122.3676292967417,House,1022,Entire home/apt,5,1.0,3.0,$165.00,2,1125,t,13,40,63,337,0,25899989
5680462,Stunning 6 bd in THE BEST Location!,Stunning Designsponge featured 6 bed 375 bath 4000 sq ft home in the citys BEST location w free parking for about the same price as a decent hotel in Seattle Walk to all of Queen Anne or drive 5 min to downtown this is where you want to be Gorgeous LIGHT FILLED Newly Constructed Modern Farmhouse in THE BEST Location 4 level home features 4000 sq ft of living space with 6 bedrooms  375 baths and up to 15 separate beds  The first level of the main home features an open living area with formal living room dining room family room spacious kitchen half bath coat closet and large open hall with bench seating and cubbies for storage The family room has a comfy pull out sofa bed full size bed The kitchen has an oversized farmhouse style sink 6 burner Bertazonni range integrated 36 Liebherr fridge  freezer dishwasher coffeemaker microwave and convection oven The second level boasts 3 large bedrooms the master has a queen bed and we can add in a pack and play f,Queen Anne is THE BEST and most desirable neighborhood in Seattle  No where else can you be downtown in 5 minutes yet still feel safe and removed from the hustle and bustle The house is located on the crown of the hill so everything is pretty much flat and walkable here compared to most of hilly Seattle And there is a lot to walk to  award winning bakeries and restaurants quaint boutique style shops and ample necessities like grocery stores and dry cleaners Queen Anne boasts many neighborhood festivals and a weekly Thursday night Farmers Market in the summer that a good portion of the neighborhood turns out for to buy fresh produce and have dinner together It also has stately picturesque homes tree lined streets gorgeous views of the Space Needle downtown and the Puget Sound as well as many parks and activities for children and again super easy access to downtown,98119,47.63920265551509,-122.36586274154313,House,1022,Entire home/apt,16,3.5,15.0,$461.00,3,29,t,19,40,65,327,0,22372266
8988178,"Lovely Queen Anne Cottage, 2 BR",This home is full of light art and comfort 5 mins to Downtown 1 min to coffee The Space This is a 1000 square foot two bedroom one bathroom house This home has a large kitchen and two very large indoor eating spaces The open plan kitchen and living room have two sets of French doors opening to west facing decks with additional seating and lots of room to play The two bedrooms are very comfy with new carpet and separately controlled heating Take advantage of our kitchen for meals or venture out and sample Seattles restaurants during your stay here Start the morning off right with some coffee on the deck Or head out to Tenth West Storyville Coffee Company or Caffe Fiore Then enjoy a nice leisurely breakfast at The Seattle Grind Macrina Bakery  Café or Bustle All are popular stops near our house  Head out for some fresh morning air – go for a nice walk at Kerry Park Parsons Gardens or Discovery Park  Try Bounty Kitchen Le Reve Bakery  Café or 5 Spot for lunch,Queen Anne is a charming and very safe neighborhood that is a quick 5 minute drive to downtown Seattle Beautiful parks are minutes away and the top of the hill offers plenty of restaurant choices shopping and bookstores  Queen Anne is very friendly and well suited for families couples and business visitors,98119,47.63564979343857,-122.37289282480928,House,1004,Entire home/apt,5,1.0,2.0,$109.00,3,15,t,30,60,69,69,1,2983711
3245876,Park Life in Lower Queen Anne,Master bedroom suite with 14 bath  kitchenette hidden within lovely Kinnear Park Mere blocks from Key Arena  Space Needle Short ride to Pike Place stadiums  convention center Enjoy the quiet or a quick walk to tons of bars restaurants  shops PLEASE MAKE SURE TO READ ALL INFO BEFORE BOOKING If you need info on anything not mentioned in the listing just ask Pricing varies daily based on demand but the calendar is always up to date Simply enter your travel dates into the calendar to check pricing and availability The guest room is fairly large very private and has lots of personality Its approx 250 sq ft completely separate from the rest of the apartment and includes a full size bed kitchenette vanity area with sink and two closets that are exclusively for your use  my guests enjoy complete privacy Youll have pretty much everything you need hangers shelves organizers extra sheetstowels first aid kit umbrella hairdryer and ironironing board Th,Lower Queen Anne is amazing  you can walk to everything This apartment is located in a quiet residential area about 56 blocks from the neighborhoods main commercial area Seattle Center the plaza containing the Space Needle EMP Pacific Science Center Key Arena etc is about a 15 minute walk Belltown is also an easy walk just on the other side of Seattle Center  I walk to work in Belltown and it usually takes me about 25 minutes Ballard and downtown are both a 10 minute trip on the Rapid Ride bus  there is a stop 3 blocks away Its super quick and easy to get to Pike Place the convention center and the stadiums from here and there are quite a few inexpensive transportation options to choose from,98119,47.62620037381708,-122.36660192617585,Apartment,988,Private room,2,1.0,1.0,$66.00,1,10,t,29,59,89,364,0,9465817
4933447,"Private Garden Suite, Bay View",Beautiful private entrance garden suite overlooking Elliot Bay Off street covered parking available convenient to public transportation  Close to Seattle Center SPU Whole Foods Pikes Mkt Complimentary meal at local cafebar  The Sitting Room French Country style home built in 1939 with spectacular view of Elliot Bay latest remodel in 2015  The private room and bath is located on the garden level with separate entrance on the west side   Room includes full size bed seating area minifridge and wireless internet  Large bathroom with shower pedestal sink and heated floor  Bedding and towels provided Onsite offstreet covered parking available   Reservation includes a complimentary meal at The Sitting Room a local neighborhood bistro owned by hosts No smoking indoors Private entrance to space has keypad on door  Access is to private roomspace only  Guests may park in covered car port and have access to front yard  We will be available to welcome you answer ,We are located in Upper Queen Anne in walking distance from Whole Foods and neighborhood coffee shops bakeries and cafes  Centrally located and near Seattle Pacific University Seattle Center Pikes Market the Piers Easy access to several bus line options including the King Co Metro 1  and the D Line which provide direct access to Seattle Center Downtown light rail connection to the airport and ferry system   ,98119,47.64064587578452,-122.37240588895553,House,409,Private room,2,1.0,1.0,$99.00,2,14,t,29,52,82,171,0,25417834
6291829,Grand Craftsman Home on Queen Anne,This  home built in 1909  It has 5 bedrooms and 35 baths  Perfect for family groups  All modern conveniences  It is only one block from the main street filled with restaurants coffee shops and 4 BLOCKS TO KERRY PARKS FAMOUS FIREWORKS DISPLAY This home encompasses the character that is so sought after on Queen Anne  It is a large Craftsman with a beautiful and private garden  The front porch gourmet kitchen master suite basement tvgame room and even the back yard provide plenty of spaces to relax and enjoy for a large group especially with kids    It has 4 bedrooms upstairs one king and one queen bed two full beds and 2 full baths  The basement also has a queen bedroom and newly done bathshower  The location is unique because it is one block to all that Queen Anne has to offer and across the street from a park with baseballsoccer fields and a large playground  It is one block to the community center and indoor pool Full access with wifi and cable  Parking in bac,Upper Queen Anne is a charming neighborhood with a mix of beautifully maintained turnofthecentury Craftsman homes Tudor style and modern homes  The main drag is Queen Anne Ave with a great selection of boutiques restaurants coffee shops and bars  Upper Queen Anne is just 15 miles from downtown Seattle and situated on a hilltop with stunning panoramic views in every direction  downtown Seattle the Space Needle and Mt Rainier to the southeast Elliott Bay to the southwest the Olympic Mountains to the west and the Cascade Mountains to the east If youre a walker youll love the 4mile Crown of Queen Anne loop which takes in all of these views,98119,47.63602477658138,-122.35869359564737,House,979,Entire home/apt,10,3.5,5.0,$700.00,3,30,t,24,54,84,359,0,32713558
9218403,Queen Anne View One Bedroom,This clean and comfortable one bedroom sits right across from Kinnear Park in Seattles lower Queen Anne neighborhood Walk to Seattle Center the SAM Sculpture Park or just sit on the deck and enjoy the view of Puget Sound and downtown Seattle Kitchen has hot water tap and sodastream Excellent water pressure Original art throughout the house Dogs under 30 lbs welcome Roof deck Lower Queen Anne is near the Seattle Center space needle EMP museum Glass museum Science Center and Childrens museum Its also near SAM sculpture park stores restaurants SIFF theater and more,Lower Queen Anne is near the Seattle Center space needle EMP museum Glass museum Science Center and Childrens museum Its also near SAM sculpture park stores restaurants SIFF theater and more,98119,47.62794033813239,-122.36495872243864,Condominium,854,Entire home/apt,1,1.0,1.0,$110.00,1,1125,t,29,55,85,360,0,14100483
4125779,Cozy Queen Anne Finished Basement,Relax in your own private finished basement space in a 1925 Craftsman in Upper Queen Anne one of Seattles most historic and lively neighborhoods  Just 2 blocks from many trendy restaurants yoga shopping etc  Just a 15 minute bus ride to  Downtown Fremont and Amazon  S Lake Union by bus Updated daylight basement space with queen and single sleeping nooks Your privacy is paramount here with your own entrance and key The space offers plenty of room to unwind and relax and read or enjoy Direct TV and Bose receiver Showerbathroom is located upstairs from this space Bath shower is located on the top floor of our home There is a bathroom one level above the guest space right off the kitchen area Quiet space in outside patio area  Private entrance with key provided Access to main fridge and fresh ground coffee  tea  French press in the morning Were always delighted to meet our guests but re also respect your privacy Just a few minutes walk to many great restaurants,Just a few minutes walk to many great restaurants Trader Joes Haute Yoga Queen Anne URL HIDDEN Queen Anne Community Pool and Queen Anne Community Play Field are both just 45 seconds walk from our house,98119,47.636374262238846,-122.36103343324052,House,885,Private room,3,1.5,2.0,$99.00,1,1125,t,30,60,90,365,2,21401856
8942678,Lovely Queen Anne home,Welcome to Seattle Enjoy your stay in a  turnofthecentury Queen Anne home Lovely setting in the heart of the city Cosy up with a cup of coffee in the window seat or enjoy all of the fabulous Seattle restaurants cafes and shops 1 block away Centrally located spacious home in the heart of the city 1 block away from world class restaurants cafes and shops  The house is across the street from a soccer field and park making it a perfect location for kids Start your morning with an El Diablo cafe and then explore Seattle Its an easy bus ride or walk 12 mile to Seattle Center Pike Place Market and all that downtown Seattle has to offer Close to Green Lake the University District and Capital Hill Easy access to restaurants cafes shopping and grocery stores across the street from a soccer field and park 3 blocks to bus stop 12 mile to downtown Seattle Seattle Center Opera House Benaroya Hall Close to Green Lake the University District Capitol Hill Easy email,Queen Anne is a wonderful mix of beautiful tree lined streets turn of the century homes and interesting specialty shops restaurants and cafes Try a handmade chocolate at Chocolate or a delicious coffee at el Diablo cafe Stroll along and browse books in the Queen Anne Bookstore or shop for fun Seattle fashion at Peridot,98119,47.63563222417987,-122.35888090262146,House,859,Entire home/apt,8,2.0,4.0,$450.00,4,1125,t,0,0,0,53,0,46675077
3544550,VIEW-Monthly Rental Available,Our home is very light and full of character and charm  Great gourmet kitchen and large living room with sunset views of the water  3 bedrooms 225 bath large private garden with fountain and plenty of parking  Located 5 minutes from downtown Our home is a brick tudorcottage built in 1937  Original beveled glass windows beautiful hardwoods and sunset water views  Located in the desirable Queen Anne neighborhood just a few blocks from coffee shops restaurants grocery This is a enchanted open light house with a wonderful garden fountain play space large living spaces and views of the sound  Great for 2 families with kids  The living room is very large with views of the water fireplace and a great space to socialize  Large dining room with table for 6 or when extended 10 people  There is also a library on the main floor with large couch and views of the water  The 3 bedrooms can accommodate 8 people with 1 queen 1 full bed and 2 twin beds  The master also has a d,Upper Queen Anne is a charming neighborhood full of a mix of beautifully maintained turnofthecentury craftsman homes tudors and modern homes  The main drag is Queen Anne Ave with a great selection of boutiques restaurants coffee shops and bars  Upper Queen Anne is just 15 miles from downtown Seattle and situated on a hilltop with stunning panoramic views in every direction  downtown Seattle the Space Needle and Mt Rainier to the southeast Elliott Bay to the southwest the Olympic Mountains to the west and the Cascade Mountains to the east If youre a walker youll love the 4mile Crown of Queen Anne loop which takes in all of these views,98119,47.63139734518299,-122.367766870679,House,1014,Entire home/apt,8,2.5,5.0,$450.00,4,1125,t,0,3,33,293,0,16708587
3200646,Micro Gypsy Wagon on Queen Anne,Micro camper with queen size bed and seating for two  well 70 x 60  This camper is small if your over six feet tall this is not the camper for you  Claustrophobic keep looking  but if you are into seeing how small you can go this is PERFECT  The Spruce Kaboose is a hand built one of a kind tiny bedroom on wheels If you are tall 6 foot or over this is not the rental for you However for the smaller in stature this place is golden The bed measures 70L x 60w Plenty of storage underneath for your suitcases light power heater fan  high speed WIFI You will have your private trailer in our backyard and access to the yard and SHARED bathroom GATE IS ON THE EAST SIDE OF THE HOUSE TO GAIN ACCESS TO OUR BACK YARD We will leave you alone unless you want to talk or need anything  Interbay is right between downtown Seattle and Ballard We are just two blocks from a Whole Foods and on the D bus line  We are on the D bus line  If you are busing from the airport DO NOT take th,Interbay is right between downtown Seattle and Ballard We are just two blocks from a Whole Foods and on the D bus line ,98119,47.63926602026095,-122.37472581108145,Camper/RV,57,Private room,2,1.0,1.0,$45.00,2,7,t,22,49,49,107,0,4016632
8859380,STUNNING VIEW of Puget Sound,This three bedroom flat is your gorgeous retreat in Seattle It is located on Queen Anne a neighborhood that is known as the “best neighborhood to live in You will lack nothing in this fully equipped  home ideal for long stays You wont want to leave your home away from home as this property boasts 180 degree views and has all the amenities you need for an exceptional stay  Queen Anne is the best of both worlds set just 5 minutes from downtown yet in a beautiful walking neighborhood with everything you need from groceries and restaurants to boutiques and services This 1800 sq ft apartment is only 1 of 3 units in a midcentury modern building Appointed with beautiful furnishings along with a terrace where you can enjoy the view of ferry boats crossing all day and amazing sunsets Open living dining and office space which also boasts a beautiful wood burning fireplace Fully stocked kitchen that any Chef would be happy in with AllClad cookware and everything you need for ,Located in the beautiful neighborhood of Queen Anne on top of a hill overlooking the city and Elliott Bay Marina Queen Anne shops restaurants and parks are a 10 minute walk or a quick 3 minute drive Trader Joes and Whole Foods in the neighborhood Take a 5 minute drive into downtown for fast access to major attractions like Pike Market and museums Seattle Art Museum The Seattle Center Space Needle the Childrens Museum EMP Pacific Science Center Chihuly Garden and Glass  5 minutes north you have access to the charming neighborhood of Ballard that has a great Farmers Market on Sundays  You are also 5 minute drive to one of our greatest parks Discovery Park where you can spend the day on the beautiful Forest trails or Beach trails Really is the best neighborhood to call home while in Seattle,98119,47.62990711611138,-122.36894813824875,Apartment,979,Entire home/apt,6,2.0,3.0,$300.00,2,1125,t,24,54,84,356,0,3792761
4520099,Open Airy Queen Anne Condo,Designer home situated on Queen Anne Hill overlooking Magnolia  Enjoy custom furnishings gourmet kitchen spa bathroom and a cozy bedroom  Easy access to downtown Seattle Ballard and Fremont  Whole Foods is just a walk away  all building construction is finished During the summer there was construction on the building but they are finished now  The building has been completely updated on the outside and my unit is completely remodeled too Guest have access to the all the kitchen items and laundry area  All the drawers and closet in the bedroom are off limits This is a really quiet neighborhood with plenty of free street parking  Great walking neighborhood with parks close by and great stair climbs There is a very convenient bus line a block away that will take you anywhere in the city  In the neighborhood there is plenty of free street parking My neighbors are really quiet and the condo doesnt share any walls with other units  The bedroom has blackout curtains so ,This is a really quiet neighborhood with plenty of free street parking  Great walking neighborhood with parks close by and great stair climbs,98119,47.63981586823574,-122.37433846349175,Apartment,1014,Entire home/apt,3,1.0,2.0,$80.00,2,1125,t,0,1,30,305,3,6184895
2481869,Airy + Bright Queen Anne Cottage,Enjoy your own 1 BR cottage atop Queen Anne hill Just renovated this little home is airy and bright with its own studiowork spacegarage below for longterm guests Beautiful carriage house in an extremely safe quiet and pedestrianfriendly section of Queen Anne  A leafygreen location that puts the best of Seattle at your doorstep Free WiFi free parking even free pillows  Whats special about this place A beautiful restoration mixing period details  modern sensibilities Hardwood floors throughout white subway tile lowno VOCs  nontoxic paints keep this homeawayfromhome clean smart and healthy Radiant heat and oil radiators mean no blowing hot air or dust  Hypoallergenic bedding mattressescovers and new pillows with each rental So feel free to take your new pillows with you  Great Amenities Free WiFi  internet TV LED 39 flatscreen TV Fullyequipped kitchen with stainlesssteel appliances sink  disposal Large washer  dryer  Ironironing board H,Queen Anne is a wonderful truly functional village  You can walk everywhere for coffee for groceries for a night out for breathtaking views of the Puget Sound,98119,47.63900777818944,-122.36532007300232,Apartment,1013,Entire home/apt,4,1.0,1.0,$175.00,2,365,t,19,46,62,323,0,5177328
